run_name,t_seconds,pump1_pwm,pump2_pwm,valve1,valve2,valve3,valve4,flow_p1,flow_p2,flow_valve1,flow_outlet,tower,treated,raw
pump_pwm_sweep_run_001,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,711.0,444.0,750.0
pump_pwm_sweep_run_001,1.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,711.0,444.0,750.0
pump_pwm_sweep_run_001,2.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,716.0,444.0,750.0
pump_pwm_sweep_run_001,3.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,716.0,444.0,750.0
pump_pwm_sweep_run_001,4.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,716.0,444.0,750.0
pump_pwm_sweep_run_001,5.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,716.0,444.0,750.0
pump_pwm_sweep_run_001,6.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,711.0,444.0,750.0
pump_pwm_sweep_run_001,7.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,716.0,444.0,750.0
pump_pwm_sweep_run_001,8.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,716.0,444.0,750.0
pump_pwm_sweep_run_001,9.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,711.0,444.0,750.0
pump_pwm_sweep_run_001,10.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,711.0,444.0,750.0
pump_pwm_sweep_run_001,11.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,711.0,444.0,750.0
pump_pwm_sweep_run_001,12.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,716.0,444.0,750.0
pump_pwm_sweep_run_001,13.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,711.0,444.0,750.0
pump_pwm_sweep_run_001,14.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,716.0,444.0,750.0
pump_pwm_sweep_run_001,15.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,716.0,444.0,750.0
pump_pwm_sweep_run_001,16.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,711.0,444.0,750.0
pump_pwm_sweep_run_001,17.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,711.0,444.0,750.0
pump_pwm_sweep_run_001,18.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,716.0,444.0,750.0
pump_pwm_sweep_run_001,19.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,716.0,444.0,750.0
pump_pwm_sweep_run_001,20.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,711.0,444.0,750.0
pump_pwm_sweep_run_001,21.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,711.0,444.0,750.0
pump_pwm_sweep_run_001,22.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,711.0,444.0,750.0
pump_pwm_sweep_run_001,23.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,711.0,444.0,750.0
pump_pwm_sweep_run_001,24.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,720.0,444.0,750.0
pump_pwm_sweep_run_001,25.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,711.0,444.0,750.0
pump_pwm_sweep_run_001,26.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,716.0,444.0,750.0
pump_pwm_sweep_run_001,27.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,716.0,444.0,750.0
pump_pwm_sweep_run_001,28.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,716.0,444.0,750.0
pump_pwm_sweep_run_001,29.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,711.0,444.0,750.0
pump_pwm_sweep_run_001,30.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,711.0,444.0,751.0
pump_pwm_sweep_run_001,31.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,711.0,444.0,750.0
pump_pwm_sweep_run_001,32.0,50.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,711.0,444.0,750.0
pump_pwm_sweep_run_001,33.0,50.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,711.0,444.0,750.0
pump_pwm_sweep_run_001,34.0,50.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,716.0,444.0,750.0
pump_pwm_sweep_run_001,35.0,50.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,716.0,444.0,750.0
pump_pwm_sweep_run_001,36.0,50.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,716.0,444.0,750.0
pump_pwm_sweep_run_001,37.0,50.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,711.0,444.0,750.0
pump_pwm_sweep_run_001,38.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,716.0,444.0,750.0
pump_pwm_sweep_run_001,39.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,713.5,444.0,750.0
pump_pwm_sweep_run_001,40.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,711.0,444.0,750.0
pump_pwm_sweep_run_001,41.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,716.0,444.0,750.0
pump_pwm_sweep_run_001,42.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,716.0,444.0,750.0
pump_pwm_sweep_run_001,43.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,713.5,444.0,750.0
pump_pwm_sweep_run_001,44.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,711.0,444.0,750.0
pump_pwm_sweep_run_001,45.0,50.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,711.0,444.0,750.0
pump_pwm_sweep_run_001,46.0,50.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,711.0,444.0,750.0
pump_pwm_sweep_run_001,47.0,50.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,716.0,444.0,750.0
pump_pwm_sweep_run_001,48.0,50.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,711.0,444.0,750.0
pump_pwm_sweep_run_001,49.0,50.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,716.0,444.0,750.0
pump_pwm_sweep_run_001,50.0,50.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,720.0,444.0,750.0
pump_pwm_sweep_run_001,51.0,50.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,716.0,444.0,750.0
pump_pwm_sweep_run_001,52.0,50.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,716.0,444.0,750.0
pump_pwm_sweep_run_001,53.0,50.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,711.0,444.0,750.0
pump_pwm_sweep_run_001,54.0,50.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,724.0,444.0,750.0
pump_pwm_sweep_run_001,55.0,50.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,716.0,444.0,750.0
pump_pwm_sweep_run_001,56.0,50.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,690.0,444.0,750.0
pump_pwm_sweep_run_001,57.0,50.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,716.0,444.0,750.0
pump_pwm_sweep_run_001,58.0,80.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,716.0,444.0,750.0
pump_pwm_sweep_run_001,59.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,728.0,444.0,750.0
pump_pwm_sweep_run_001,60.0,80.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,711.0,444.0,750.0
pump_pwm_sweep_run_001,61.0,80.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,716.0,444.0,750.0
pump_pwm_sweep_run_001,62.0,80.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,716.0,444.0,751.0
pump_pwm_sweep_run_001,63.0,80.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,715.5,444.0,750.0
pump_pwm_sweep_run_001,64.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,715.0,444.0,751.0
pump_pwm_sweep_run_001,65.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,728.0,444.0,751.0
pump_pwm_sweep_run_001,66.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,729.0,444.0,750.0
pump_pwm_sweep_run_001,67.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,735.5,444.0,750.0
pump_pwm_sweep_run_001,68.0,50.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,742.0,444.0,750.0
pump_pwm_sweep_run_001,69.0,50.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,737.0,444.0,750.0
pump_pwm_sweep_run_001,70.0,50.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,724.0,444.0,751.0
pump_pwm_sweep_run_001,71.0,50.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,707.0,444.0,750.0
pump_pwm_sweep_run_001,72.0,50.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,733.0,444.0,750.0
pump_pwm_sweep_run_001,73.0,50.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,728.0,444.0,750.0
pump_pwm_sweep_run_001,74.0,50.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,724.0,444.0,750.0
pump_pwm_sweep_run_001,75.0,50.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,733.0,444.0,750.0
pump_pwm_sweep_run_001,76.0,50.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,729.0,444.0,750.0
pump_pwm_sweep_run_001,77.0,50.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,733.0,444.0,750.0
pump_pwm_sweep_run_001,78.0,50.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,720.0,444.0,750.0
pump_pwm_sweep_run_001,79.0,50.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,716.0,444.0,750.0
pump_pwm_sweep_run_001,80.0,50.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,733.0,444.0,750.0
pump_pwm_sweep_run_001,81.0,50.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,733.0,444.0,750.0
pump_pwm_sweep_run_001,82.0,50.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,729.0,444.0,750.0
pump_pwm_sweep_run_001,83.0,50.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,733.0,444.0,750.0
pump_pwm_sweep_run_001,84.0,50.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,733.0,444.0,750.0
pump_pwm_sweep_run_001,85.0,50.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,733.0,444.0,750.0
pump_pwm_sweep_run_001,86.0,50.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,716.0,444.0,750.0
pump_pwm_sweep_run_001,87.0,50.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,711.0,445.0,750.0
pump_pwm_sweep_run_001,88.0,50.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,716.0,444.0,750.0
pump_pwm_sweep_run_001,89.0,50.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,720.0,444.0,750.0
pump_pwm_sweep_run_001,90.0,50.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,707.0,444.0,750.0
