id,run_name,timestamp,flow_p1,flow_p2,flow_valve1,flow_outlet,pump1_pwm,pump2_pwm,valve1,valve2,valve3,valve4
2203,live_water_test_1,15.795219000004233,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2204,live_water_test_1,16.293479000002147,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2205,live_water_test_1,16.773327000007033,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2206,live_water_test_1,17.281729000002144,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2207,live_water_test_1,17.764904000006617,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2208,live_water_test_1,18.261052000001072,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2209,live_water_test_1,18.773946000002326,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2210,live_water_test_1,19.27102700000256,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2211,live_water_test_1,19.750801000006497,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2212,live_water_test_1,20.24938400000334,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2213,live_water_test_1,20.746876000002025,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2214,live_water_test_1,21.2466080000028,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2215,live_water_test_1,21.753085000000894,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2216,live_water_test_1,22.239785000003874,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2217,live_water_test_1,22.738922000005843,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2218,live_water_test_1,23.234422000005843,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2219,live_water_test_1,23.67781400000304,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2220,live_water_test_1,24.173459000006318,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2221,live_water_test_1,24.660694000005723,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2222,live_water_test_1,25.211253000006078,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2223,live_water_test_1,25.710993000000716,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2224,live_water_test_1,26.20853900000453,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2225,live_water_test_1,26.7069830000028,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2226,live_water_test_1,27.203374000005425,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2227,live_water_test_1,27.700715000003576,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2228,live_water_test_1,28.215472000002862,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2229,live_water_test_1,28.69982200000435,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2230,live_water_test_1,29.195893000006677,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2231,live_water_test_1,29.71071400000155,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2232,live_water_test_1,30.192099000006912,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2233,live_water_test_1,30.70884500000626,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2234,live_water_test_1,31.18898900000006,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2235,live_water_test_1,31.688279000006617,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2236,live_water_test_1,32.18708200000226,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2237,live_water_test_1,32.700602000005546,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2238,live_water_test_1,33.19703100000322,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2239,live_water_test_1,33.681172000005844,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2240,live_water_test_1,34.18118700000644,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2241,live_water_test_1,34.701576000005005,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2242,live_water_test_1,35.1810680000037,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2243,live_water_test_1,35.693398000001906,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2244,live_water_test_1,36.17931900000572,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2245,live_water_test_1,36.69017500000447,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2246,live_water_test_1,37.17345900000632,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2247,live_water_test_1,37.68524200000614,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2248,live_water_test_1,38.18956500000507,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2249,live_water_test_1,38.68875700000674,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2250,live_water_test_1,39.17051200000197,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2251,live_water_test_1,39.69623400000483,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2252,live_water_test_1,40.18001900000125,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2253,live_water_test_1,40.69302900000662,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2254,live_water_test_1,41.17617500000447,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2255,live_water_test_1,41.69165300000459,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2256,live_water_test_1,42.17397600000351,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2257,live_water_test_1,42.671503000006076,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2258,live_water_test_1,43.187971000000836,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2259,live_water_test_1,43.669263000003994,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2260,live_water_test_1,44.165983000002804,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2261,live_water_test_1,44.663188000001014,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2262,live_water_test_1,45.15948900000006,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2263,live_water_test_1,45.65763800000399,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2264,live_water_test_1,46.17132600000501,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2265,live_water_test_1,46.66867300000042,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2266,live_water_test_1,47.15251400000602,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2267,live_water_test_1,47.64998400000483,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2268,live_water_test_1,48.146777000002565,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2269,live_water_test_1,48.64404900000245,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2270,live_water_test_1,49.1453200000003,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2271,live_water_test_1,49.64123000000417,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2272,live_water_test_1,50.137020000003275,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2273,live_water_test_1,50.65050400000066,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2274,live_water_test_1,51.135245000004765,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2275,live_water_test_1,51.64960700000078,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2276,live_water_test_1,52.14857500000298,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2277,live_water_test_1,52.634317000001666,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2278,live_water_test_1,53.145632000006735,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2279,live_water_test_1,53.62858300000429,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2280,live_water_test_1,54.12696000000089,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2281,live_water_test_1,54.62094100000709,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2282,live_water_test_1,55.1200360000059,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2283,live_water_test_1,55.61979400000721,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2284,live_water_test_1,56.11814500000328,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2285,live_water_test_1,56.6300150000006,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2286,live_water_test_1,57.12912900000065,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2287,live_water_test_1,57.62626099999994,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2288,live_water_test_1,58.10663100000471,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2289,live_water_test_1,58.607826000005005,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2290,live_water_test_1,59.10544100000709,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2291,live_water_test_1,59.62061600000411,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2292,live_water_test_1,60.10157500000298,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2293,live_water_test_1,60.618304000005125,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2294,live_water_test_1,61.0976610000059,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2295,live_water_test_1,61.59722400000691,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2296,live_water_test_1,62.11112800000608,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2297,live_water_test_1,62.59415700000525,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2298,live_water_test_1,63.09460900000483,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2299,live_water_test_1,63.59525900000334,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2300,live_water_test_1,64.09162400000542,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2301,live_water_test_1,64.5895530000031,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2302,live_water_test_1,65.08887000000477,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2303,live_water_test_1,65.5880680000037,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2304,live_water_test_1,66.08921700000018,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2305,live_water_test_1,66.58569800000637,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2306,live_water_test_1,67.08758700000494,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2307,live_water_test_1,67.58698900000006,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2308,live_water_test_1,68.08771500000357,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2309,live_water_test_1,68.58430500000715,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2310,live_water_test_1,69.08572300000489,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2311,live_water_test_1,69.58242900000512,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2312,live_water_test_1,70.08021100000292,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2313,live_water_test_1,70.58110200000554,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2314,live_water_test_1,71.07679200000315,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2315,live_water_test_1,71.57567300000042,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2316,live_water_test_1,72.07359000000358,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2317,live_water_test_1,72.57361200000345,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2318,live_water_test_1,73.07124700000136,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2319,live_water_test_1,73.56986600000411,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2320,live_water_test_1,74.06948000000418,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2321,live_water_test_1,74.56844900000095,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2322,live_water_test_1,75.07141200000048,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2323,live_water_test_1,75.58566400000453,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2324,live_water_test_1,76.06876800000667,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2325,live_water_test_1,76.58380700000376,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2326,live_water_test_1,77.0692160000056,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2327,live_water_test_1,77.5684450000003,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2328,live_water_test_1,78.06754900000244,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2329,live_water_test_1,78.56657100000233,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2330,live_water_test_1,79.06625400000065,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2331,live_water_test_1,79.5668030000031,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2332,live_water_test_1,80.06540500000119,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2333,live_water_test_1,80.56472000000626,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2334,live_water_test_1,81.06722000000626,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2335,live_water_test_1,81.58138400000334,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2336,live_water_test_1,82.06106100000441,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2337,live_water_test_1,82.56081700000166,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2338,live_water_test_1,83.06325700000673,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2339,live_water_test_1,83.55879700000584,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2340,live_water_test_1,84.07623500000686,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2341,live_water_test_1,84.55653400000185,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2342,live_water_test_1,85.05393000000716,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2343,live_water_test_1,85.55226200000196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2344,live_water_test_1,86.05202800000458,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2345,live_water_test_1,86.55087600000202,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2346,live_water_test_1,87.04895000000298,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2347,live_water_test_1,87.55102000000328,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2348,live_water_test_1,88.04958200000226,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2349,live_water_test_1,88.54847600000352,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2350,live_water_test_1,89.04702199999988,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2351,live_water_test_1,89.54508400000631,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2352,live_water_test_1,90.04420600000024,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2353,live_water_test_1,90.54408400000632,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2354,live_water_test_1,91.04421900000423,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2355,live_water_test_1,91.54290000000596,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2356,live_water_test_1,92.0391910000071,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2357,live_water_test_1,92.53977000000327,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2358,live_water_test_1,93.05691300000251,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2359,live_water_test_1,93.57031500000507,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2360,live_water_test_1,94.05325,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2361,live_water_test_1,94.55604200000316,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2362,live_water_test_1,95.0704450000003,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2363,live_water_test_1,95.55056300000102,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2364,live_water_test_1,96.04766600000113,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2365,live_water_test_1,96.5467100000009,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2366,live_water_test_1,97.04555000000447,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2367,live_water_test_1,97.56006200000644,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2368,live_water_test_1,98.04408500000089,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2369,live_water_test_1,98.54222800000012,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2370,live_water_test_1,99.04917200000584,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2371,live_water_test_1,99.5411780000031,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2372,live_water_test_1,100.04107200000435,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2373,live_water_test_1,100.53899900000542,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2374,live_water_test_1,101.03959800000489,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2375,live_water_test_1,101.53582100000233,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2376,live_water_test_1,102.03321900000424,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2377,live_water_test_1,102.53094000000506,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2378,live_water_test_1,103.02983600000292,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2379,live_water_test_1,103.54455500000715,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2380,live_water_test_1,104.04121100000292,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2381,live_water_test_1,104.52625500000268,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2382,live_water_test_1,105.02471400000155,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2383,live_water_test_1,105.52240700000524,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2384,live_water_test_1,106.02040200000256,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2385,live_water_test_1,106.5339280000031,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2386,live_water_test_1,107.01679500000179,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2387,live_water_test_1,107.51606600000709,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2388,live_water_test_1,108.01929700000584,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2389,live_water_test_1,108.51149000000208,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2390,live_water_test_1,109.02401900000125,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2391,live_water_test_1,109.5045510000065,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2392,live_water_test_1,110.0005530000031,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2393,live_water_test_1,110.49765800000728,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2394,live_water_test_1,110.9904410000071,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2395,live_water_test_1,111.49158800000697,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2396,live_water_test_1,111.99004100000113,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2397,live_water_test_1,112.49068800000101,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2398,live_water_test_1,112.98670900000631,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2399,live_water_test_1,113.4827880000025,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2400,live_water_test_1,113.9805680000037,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2401,live_water_test_1,114.47879800000042,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2402,live_water_test_1,114.97623600000144,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2403,live_water_test_1,115.48818300000578,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2404,live_water_test_1,115.97031000000239,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2405,live_water_test_1,116.46819000000507,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2406,live_water_test_1,116.96758200000227,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2407,live_water_test_1,117.46710400000215,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2408,live_water_test_1,117.96507300000638,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2409,live_water_test_1,118.45877800000459,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2410,live_water_test_1,118.95810200000554,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2411,live_water_test_1,119.45525300000608,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2412,live_water_test_1,119.95556000000238,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2413,live_water_test_1,120.45351800000668,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2414,live_water_test_1,120.95384500000625,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2415,live_water_test_1,121.45314699999989,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2416,live_water_test_1,121.95134600000084,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2417,live_water_test_1,122.451625,1.0,1.0,2.0,2.0,0.0,0.0,0,0,0,0
2418,live_water_test_1,122.9477880000025,1.0,1.0,2.0,2.0,0.0,0.0,0,0,0,0
2419,live_water_test_1,123.44855400000513,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2420,live_water_test_1,123.94497000000626,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2421,live_water_test_1,124.44524700000137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2422,live_water_test_1,124.94412900000066,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2423,live_water_test_1,125.44021200000495,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2424,live_water_test_1,125.93678400000185,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2425,live_water_test_1,126.43563700000196,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2426,live_water_test_1,126.93194400000573,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2427,live_water_test_1,127.43541700000316,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2428,live_water_test_1,127.93686100000143,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2429,live_water_test_1,128.43450500000267,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2430,live_water_test_1,128.9305930000022,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2431,live_water_test_1,129.4424830000028,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2432,live_water_test_1,129.91840000000596,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2433,live_water_test_1,130.43143200000375,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2434,live_water_test_1,130.93408400000632,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2435,live_water_test_1,131.47981900000573,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2436,live_water_test_1,132.0268500000015,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2437,live_water_test_1,132.46334400000424,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2438,live_water_test_1,132.9582710000053,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2439,live_water_test_1,133.45904700000585,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2440,live_water_test_1,133.95513800000398,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2441,live_water_test_1,134.4543200000003,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2442,live_water_test_1,134.95634500000625,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2443,live_water_test_1,135.45318100000173,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2444,live_water_test_1,135.95094000000506,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2445,live_water_test_1,136.4475360000059,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2446,live_water_test_1,136.94408500000088,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2447,live_water_test_1,137.44442200000583,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2448,live_water_test_1,137.9428200000003,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
