run_name,timestamp,pump1_pwm,pump2_pwm,valve1,valve2,valve3,valve4,flow_p1,flow_p2,flow_valve1,flow_outlet,dropped_pump1_low_flow,dropped_pump2_low_flow
full_cycle_run_001,75.58490300000459,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,76.08072800000012,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,76.59127500000596,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,77.08750200000405,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,77.56970200000703,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,78.06434000000358,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,78.57726900000125,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,79.07227199999988,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,79.56813400000334,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,80.0663049999997,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,80.5514299999997,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,81.0653980000019,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,81.56188300000132,150.0,0.0,0,0,0,0,5.0,0.0,0.0,0.0,False,False
full_cycle_run_001,82.04698000000417,150.0,0.0,0,0,0,0,5.0,0.0,0.0,0.0,False,False
full_cycle_run_001,82.53940400000661,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,83.04794200000167,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,83.55879000000655,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,84.04113599999994,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,84.55253900000453,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,85.04684000000357,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,85.52952900000662,150.0,0.0,0,0,0,0,5.0,0.0,0.0,0.0,False,False
full_cycle_run_001,86.02569900000096,150.0,0.0,0,0,0,0,5.0,0.0,0.0,0.0,False,False
full_cycle_run_001,86.53817100000381,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,87.0174280000031,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,87.527451000005,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,88.00801800000667,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,88.51946200000495,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,88.99788000000268,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,89.51285400000215,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,90.00842300000042,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,90.50482400000095,150.0,0.0,0,0,0,0,5.0,0.0,0.0,0.0,False,False
full_cycle_run_001,90.98899700000138,150.0,0.0,0,0,0,0,5.0,0.0,0.0,0.0,False,False
full_cycle_run_001,91.48481400000304,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
full_cycle_run_001,91.98136000000686,150.0,0.0,0,0,0,0,4.0,0.0,0.0,0.0,False,False
