run_name,t_seconds,pump1_pwm,pump2_pwm,valve1,valve2,valve3,valve4,flow_p1,flow_p2,flow_valve1,flow_outlet,tower,treated,raw
full_cycle_run_003,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,694.0,529.0,698.0
full_cycle_run_003,1.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,690.0,529.0,698.0
full_cycle_run_003,2.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,694.0,529.0,698.0
full_cycle_run_003,3.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,694.0,529.0,697.5
full_cycle_run_003,4.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,690.0,529.0,697.0
full_cycle_run_003,5.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,690.0,529.0,698.0
full_cycle_run_003,6.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,694.0,529.0,698.0
full_cycle_run_003,7.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,694.0,529.0,698.0
full_cycle_run_003,8.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,690.0,529.0,702.0
full_cycle_run_003,9.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,690.0,529.0,698.0
full_cycle_run_003,10.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,694.0,529.0,698.0
full_cycle_run_003,11.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,694.0,529.0,697.0
full_cycle_run_003,12.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,690.0,529.0,702.0
full_cycle_run_003,13.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,694.0,529.0,698.0
full_cycle_run_003,14.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,690.0,529.0,698.0
full_cycle_run_003,15.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,690.0,529.0,697.0
full_cycle_run_003,16.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,690.0,529.0,697.0
full_cycle_run_003,17.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,690.0,529.0,698.0
full_cycle_run_003,18.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,694.0,529.0,697.0
full_cycle_run_003,19.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,694.0,529.0,698.0
full_cycle_run_003,20.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,694.0,529.0,698.0
full_cycle_run_003,21.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,694.0,529.0,698.0
full_cycle_run_003,22.0,200.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,694.0,529.0,697.0
