horizon_seconds,train_runs,test_run,model,train_rows,test_rows,mae_tower,mae_treated,mae_raw,avg_mae,avg_rmse,overall_r2
120,full_cycle_run_002 + full_cycle_run_004 + pump_pwm_sweep_run_001 + pump_pwm_sweep_run_002 + valve_routing_run_001,full_cycle_run_003,Random Forest,3402,246,70.81442502955129,84.13780427773936,41.231981796675214,65.3947370346553,74.9247222219103,-1.1143648242075268
120,full_cycle_run_002 + full_cycle_run_003 + pump_pwm_sweep_run_001 + pump_pwm_sweep_run_002 + valve_routing_run_001,full_cycle_run_004,Persistence (no change),2799,849,37.613074204947,28.79210836277974,41.27502944640754,35.89340400471142,47.47768782994432,-0.12345655805944347
120,full_cycle_run_002 + full_cycle_run_003 + pump_pwm_sweep_run_001 + pump_pwm_sweep_run_002 + valve_routing_run_001,full_cycle_run_004,Mean Predictor,2799,849,57.645612958691835,185.61833037291115,49.32035945026608,97.52810092728969,103.70159422022897,-6.008345311921535
120,full_cycle_run_002 + full_cycle_run_003 + pump_pwm_sweep_run_001 + pump_pwm_sweep_run_002 + valve_routing_run_001,full_cycle_run_004,Linear Regression,2799,849,82.65684103143629,59.503606233111604,26.850518461346155,56.336988575298015,70.7097580406815,-1.825047203486503
120,full_cycle_run_002 + full_cycle_run_003 + pump_pwm_sweep_run_001 + pump_pwm_sweep_run_002 + valve_routing_run_001,full_cycle_run_004,Ridge Regression,2799,849,82.65076730051493,59.46702343866081,26.84228241882303,56.320024385999595,70.6527843357123,-1.820840178364305
120,full_cycle_run_002 + full_cycle_run_003 + pump_pwm_sweep_run_001 + pump_pwm_sweep_run_002 + valve_routing_run_001,full_cycle_run_004,Random Forest,2799,849,70.89166432458559,40.574174869290616,36.03797093761655,49.16793671049758,61.974454931247976,-1.085670597476544
120,full_cycle_run_002 + full_cycle_run_003 + full_cycle_run_004 + pump_pwm_sweep_run_002 + valve_routing_run_001,pump_pwm_sweep_run_001,Persistence (no change),3005,643,18.560653188180403,22.381804043545877,22.930793157076206,21.291083462934164,41.77774864203503,0.22309789081550224
120,full_cycle_run_002 + full_cycle_run_003 + full_cycle_run_004 + pump_pwm_sweep_run_002 + valve_routing_run_001,pump_pwm_sweep_run_001,Mean Predictor,3005,643,49.428490618280534,77.42595673876878,147.25715590656492,91.37053442120475,96.54533688431741,-3.8047701209997933
120,full_cycle_run_002 + full_cycle_run_003 + full_cycle_run_004 + pump_pwm_sweep_run_002 + valve_routing_run_001,pump_pwm_sweep_run_001,Linear Regression,3005,643,23.503724862814575,37.92842197145707,40.78822213161573,34.07345632196246,41.52742383585201,0.22793013213326244
120,full_cycle_run_002 + full_cycle_run_003 + full_cycle_run_004 + pump_pwm_sweep_run_002 + valve_routing_run_001,pump_pwm_sweep_run_001,Ridge Regression,3005,643,23.495281769940494,37.81154817982185,40.84529319753465,34.05070771576567,41.505607166751936,0.2289398554652488
120,full_cycle_run_002 + full_cycle_run_003 + full_cycle_run_004 + pump_pwm_sweep_run_002 + valve_routing_run_001,pump_pwm_sweep_run_001,Random Forest,3005,643,44.31137392774105,75.00759835216002,75.0859515327001,64.80164127086705,71.11662733522898,-1.2948753856105226
120,full_cycle_run_002 + full_cycle_run_003 + full_cycle_run_004 + pump_pwm_sweep_run_001 + valve_routing_run_001,pump_pwm_sweep_run_002,Persistence (no change),2889,759,53.35507246376812,45.15085638998683,28.669301712779973,42.3917435221783,72.28650284821192,0.33082814230922974
120,full_cycle_run_002 + full_cycle_run_003 + full_cycle_run_004 + pump_pwm_sweep_run_001 + valve_routing_run_001,pump_pwm_sweep_run_002,Mean Predictor,2889,759,92.1730520246032,136.40093471625318,159.24045753484836,129.2714814252349,139.47320741039331,-1.4367355729252012
120,full_cycle_run_002 + full_cycle_run_003 + full_cycle_run_004 + pump_pwm_sweep_run_001 + valve_routing_run_001,pump_pwm_sweep_run_002,Linear Regression,2889,759,45.018086855176044,55.841164885008155,20.723588313545573,40.527613351243254,50.89593850706918,0.6546437818427595
120,full_cycle_run_002 + full_cycle_run_003 + full_cycle_run_004 + pump_pwm_sweep_run_001 + valve_routing_run_001,pump_pwm_sweep_run_002,Ridge Regression,2889,759,45.02307700989137,55.818981898735835,20.802858175136716,40.548305694587974,50.902577320987575,0.6546921472499886
120,full_cycle_run_002 + full_cycle_run_003 + full_cycle_run_004 + pump_pwm_sweep_run_001 + valve_routing_run_001,pump_pwm_sweep_run_002,Random Forest,2889,759,62.20281952891042,95.91664493012848,177.7771797211573,111.96554806006539,119.30160119847513,-1.021305042133951
120,full_cycle_run_002 + full_cycle_run_003 + full_cycle_run_004 + pump_pwm_sweep_run_001 + pump_pwm_sweep_run_002,valve_routing_run_001,Persistence (no change),3104,544,64.21507352941177,37.9172794117647,25.360294117647058,42.49754901960784,50.17811349500557,0.40668584995625273
120,full_cycle_run_002 + full_cycle_run_003 + full_cycle_run_004 + pump_pwm_sweep_run_001 + pump_pwm_sweep_run_002,valve_routing_run_001,Mean Predictor,3104,544,145.70460909073677,217.0635422983638,41.854527128183896,134.87422617242817,147.90199579054905,-4.619304656265653
120,full_cycle_run_002 + full_cycle_run_003 + full_cycle_run_004 + pump_pwm_sweep_run_001 + pump_pwm_sweep_run_002,valve_routing_run_001,Linear Regression,3104,544,27.149796179420004,72.48186660602843,27.594036282277905,42.40856635590878,53.775800649851014,0.2653926353223715
120,full_cycle_run_002 + full_cycle_run_003 + full_cycle_run_004 + pump_pwm_sweep_run_001 + pump_pwm_sweep_run_002,valve_routing_run_001,Ridge Regression,3104,544,27.121984070875207,72.11637669372995,27.493393134648276,42.243917966417804,53.54009334877747,0.2724108743835474
120,full_cycle_run_002 + full_cycle_run_003 + full_cycle_run_004 + pump_pwm_sweep_run_001 + pump_pwm_sweep_run_002,valve_routing_run_001,Random Forest,3104,544,90.33300765667832,34.8298374126515,14.771680033603449,46.64484170097776,57.84955094334234,0.010096134963968285
